序號,課程代碼,開課班別(代表),課程名稱,教學大綱Syllabus,課程性質,課程性質2,全英語授課,學分,教師姓名,上課大樓,上課節次+地點,上限人數,登記人數,選上人數,可跨班,備註,英文課程名稱,教學大綱狀態,教學大綱連結,教師個人頁
679,52002,電機一,微積分(一),,系必修,,否,3,鍾翼能,教學二館,(一) 06-08 34302,50,47,53,限本系,,Calculus I,中文,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1121/52002_1EIEE0003830.pdf,https://webapss.ncue.edu.tw/Teacher/Reports/OB020.aspx?yms_year=112&yms_sms=1&emp_id=0000922
680,52001,電機一,生命探索發展與實踐,,校必(通識),,否,2,王朝興,教學二館,(三) 03-04 34102,50,0,49,限本班,大二~大四生如要修習，以線上加簽方式,Enlightening and Practicing of Careerlife,中文,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1121/52001_0CCGE0177920.pdf,https://webapss.ncue.edu.tw/Teacher/Reports/OB020.aspx?yms_year=112&yms_sms=1&emp_id=0000765
681,51041,機電碩一,半導體製程,,系選修,,是,3,王可文,教學二館,(一) 02-04 34302,60,16,31,限本系,,Semiconductor Processes,英文,,https://webapss.ncue.edu.tw/Teacher/Reports/OB020.aspx?yms_year=112&yms_sms=1&emp_id=0000923
682,51040,機電夜碩二,論文,,系必修,,否,0,論文,,,40,0,37,限本系,註冊未修課(延畢生)及本學期要提論文口試者必選,Thesis,中文,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1121/51040_1EIMEE023100.pdf,https://webapss.ncue.edu.tw/Teacher/Reports/OB020.aspx?yms_year=112&yms_sms=1&emp_id=P000004
683,51039,機電夜碩二,研究專題(二),,系必修,,否,2,鍾官榮曾立維林義成沈志雄,工學院,(六) 10-11 E205,50,0,18,限本系,,Project of Research II,中文,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1121/51039_1EIMEE163620.pdf,https://webapss.ncue.edu.tw/Teacher/Reports/OB020.aspx?yms_year=112&yms_sms=1&emp_id=0000903
684,51038,機電夜碩一,書報討論(一),,系必修,,否,2,賴永齡,工學院,(五) 10-11 EB226,35,0,20,限本系,,Seminar I,中文,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1121/51038_1EIMEE019220.pdf,https://webapss.ncue.edu.tw/Teacher/Reports/OB020.aspx?yms_year=112&yms_sms=1&emp_id=0000687
685,51037,機電夜碩一,人工智慧感測與控制技術,,系選修,,否,3,沈志雄,工學院,(二) 10-12 E205,54,0,37,限本系,,Artificial Intelligence Sensing and Control,中文,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1121/51037_1EIMEE163130.pdf,https://webapss.ncue.edu.tw/Teacher/Reports/OB020.aspx?yms_year=112&yms_sms=1&emp_id=0000742
686,51036,機電夜碩一,工程統計與實驗設計,,系選修,,否,3,鍾官榮,工學院,(一) 10-12 E205,54,0,33,限本系,,Engineering Statistics and Experimental Design,中文,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1121/51036_1EIMEE157930.pdf,https://webapss.ncue.edu.tw/Teacher/Reports/OB020.aspx?yms_year=112&yms_sms=1&emp_id=0000903
687,51035,機電博二,論文,,系必修,,否,0,論文,,,60,2,12,限本系,註冊未修課(延畢生)及本學期要提論文口試者必選,Thesis,無,,https://webapss.ncue.edu.tw/Teacher/Reports/OB020.aspx?yms_year=112&yms_sms=1&emp_id=P000004
688,51034,機電博二,系統動態與控制,,系選修,,否,3,王宜明,工學院,(四) 10-12 E330會議室,20,3,4,限本系,,System Dynamics and Control,中文,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1121/51034_1EIME3161630.pdf,https://webapss.ncue.edu.tw/Teacher/Reports/OB020.aspx?yms_year=112&yms_sms=1&emp_id=0000482
689,51033,機電碩二,論文,,系必修,,否,0,論文,,,60,4,25,限本系,註冊未修課(延畢生)及本學期要提論文口試者必選,Thesis,無,,https://webapss.ncue.edu.tw/Teacher/Reports/OB020.aspx?yms_year=112&yms_sms=1&emp_id=P000004
690,51032,機電碩博,論文指導(一),,系必修,,否,3,論文,,,60,8,24,限本系,,Thesis Supervision I,無,,https://webapss.ncue.edu.tw/Teacher/Reports/OB020.aspx?yms_year=112&yms_sms=1&emp_id=P000004
691,51031,機電碩博,書報討論(一),,系必修,,否,1,林義成,工學院,(五) 06-07 EB226,35,18,29,限本系,,Seminar I,中文,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1121/51031_1EIME3146510.pdf,https://webapss.ncue.edu.tw/Teacher/Reports/OB020.aspx?yms_year=112&yms_sms=1&emp_id=0000414
692,51030,機電碩博,機械振動學,,系選修,,否,3,曾立維,教學二館,(四) 02-04 34303,60,20,43,限本系,,Mechanical Vibration,中文,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1121/51030_1EIME3154330.pdf,https://webapss.ncue.edu.tw/Teacher/Reports/OB020.aspx?yms_year=112&yms_sms=1&emp_id=0001102
693,51029,機電碩博,應用電子學,,系選修,,否,3,沈志雄林俊佑,教學二館,(三) 02-04 34303,60,14,26,限本系,,Applied Electronics,中文,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1121/51029_1EIME3158130.pdf,https://webapss.ncue.edu.tw/Teacher/Reports/OB020.aspx?yms_year=112&yms_sms=1&emp_id=0000742
694,51028,機電碩博,可靠度工程(一),,系選修,,是,3,鍾官榮,教學二館,(二) 02-04 34302,60,9,16,限本系,,Reliability Engineering I,中文,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1121/51028_1EIME3156530.pdf,https://webapss.ncue.edu.tw/Teacher/Reports/OB020.aspx?yms_year=112&yms_sms=1&emp_id=0000903
695,51027,機電碩一,人工智慧,,系選修,,否,3,沈志雄陳明飛,工學院,(二) 06-08 工學院EB211,25,14,29,限本系,此為大碩合班上課之課程。,Artificial Intelligence,中文,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1121/51027_1EIME3160730.pdf,https://webapss.ncue.edu.tw/Teacher/Reports/OB020.aspx?yms_year=112&yms_sms=1&emp_id=0000742
696,51025,機電四,機電整合專題(二),,系必修,,否,3,鍾官榮王可文王宜明,工學院,(七) 01-06 E205,50,16,19,限本系,,Specialized Topics of Mechatronics II,中文,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1121/51025_1EIME0145330.pdf,https://webapss.ncue.edu.tw/Teacher/Reports/OB020.aspx?yms_year=112&yms_sms=1&emp_id=0000903
697,51024,機電四,光電元件與系統專題(二),,系必修,,否,3,沈志雄陳淑容林義成林俊佑,工學院,(七) 01-06 E223會議室,50,18,18,限本系,,Specialized Topics of Photonic Elements and Systems II,中文,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1121/51024_1EIME0146330.pdf,https://webapss.ncue.edu.tw/Teacher/Reports/OB020.aspx?yms_year=112&yms_sms=1&emp_id=0000742
698,51023,機電四,電腦與控制專題(二),,系必修,,否,3,賴永齡曾立維陳明飛,工學院,(七) 01-06 E330會議室,50,14,15,限本系,,Specialized Topics of Computer and Control II,中文,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1121/51023_1EIME0146430.pdf,https://webapss.ncue.edu.tw/Teacher/Reports/OB020.aspx?yms_year=112&yms_sms=1&emp_id=0000687
699,51022,機電三,半導體物理與元件(一),,系必修,,否,3,賴永齡,教學二館,(五) 05-07 34103,70,51,53,限本系,,Semiconductor Physics and Device I,中文,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1121/51022_1EIME0001930.pdf,https://webapss.ncue.edu.tw/Teacher/Reports/OB020.aspx?yms_year=112&yms_sms=1&emp_id=0000687
700,51021,機電三,機電系統實務(一),,系必修,,否,2,沈志雄曾立維林俊佑陳明飛鍾官榮,工學院,(五) 01-04 E205,60,49,48,限本系,,Mechatronics  System Workshop(I),中文,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1121/51021_1EIME0009520.pdf,https://webapss.ncue.edu.tw/Teacher/Reports/OB020.aspx?yms_year=112&yms_sms=1&emp_id=0000742
701,51020,機電三,機械設計(一),,系選修,,否,3,陳淑容,工學院,(三) 06-08 E205,54,24,23,限本系,,Machinery Design I,中文,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1121/51020_1EIME0154830.pdf,https://webapss.ncue.edu.tw/Teacher/Reports/OB020.aspx?yms_year=112&yms_sms=1&emp_id=0000243
702,51019,機電三,自動控制,,系必修,,否,3,謝秉澂,工學院,(三) 02-04 工學院EB211,60,47,50,限本系,,Automatic Control,中文,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1121/51019_1EIME0007330.pdf,https://webapss.ncue.edu.tw/Teacher/Reports/OB020.aspx?yms_year=112&yms_sms=1&emp_id=0001160
703,51018,機電三,人工智慧,,系選修,,否,3,沈志雄陳明飛,工學院,(二) 06-08 工學院EB211,35,37,34,限本系,此為大碩合班上課之課程。,Artificial Intelligence,中文,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1121/51018_1EIME0160430.pdf,https://webapss.ncue.edu.tw/Teacher/Reports/OB020.aspx?yms_year=112&yms_sms=1&emp_id=0000742
704,51017,機電三,數值分析,,系必修,,否,3,徐啟華,工學院,(二) 02-04 E205,60,48,49,限本系,,Numerical Analysis,中文,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1121/51017_1EIME0001230.pdf,https://webapss.ncue.edu.tw/Teacher/Reports/OB020.aspx?yms_year=112&yms_sms=1&emp_id=0001176
705,51016,機電三,光學原理與應用,,系選修,,否,3,蘇威佳蕭輔力,教學二館,(一) 06-08 34101,60,35,38,限本系,,Principles and Applications of Optics,中文,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1121/51016_1EIME0015230.pdf,https://webapss.ncue.edu.tw/Teacher/Reports/OB020.aspx?yms_year=112&yms_sms=1&emp_id=0000832
706,51015,機電三,熱流學,,系必修,,否,3,鍾官榮,教學一館,(一) 02-04 33402教室,70,50,49,限本系,,Thermo-Fluid Science,中文,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1121/51015_1EIME0015830.pdf,https://webapss.ncue.edu.tw/Teacher/Reports/OB020.aspx?yms_year=112&yms_sms=1&emp_id=0000903
707,51014,機電二,電磁學(一),,系必修,,否,3,賴永齡,教學二館,(五) 02-04 34103,70,1,52,限本系,,Electromagnetics I,中文,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1121/51014_1EIME0002930.pdf,https://webapss.ncue.edu.tw/Teacher/Reports/OB020.aspx?yms_year=112&yms_sms=1&emp_id=0000687
708,51013,機電二,電子學實驗(二),,系選修,,否,2,林俊佑,工學院,(四) 05-08 EB214,50,49,50,限本系,,Experiments of Electronics II,中文,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1121/51013_1EIME0008320.pdf,https://webapss.ncue.edu.tw/Teacher/Reports/OB020.aspx?yms_year=112&yms_sms=1&emp_id=0000856
709,51012,機電二,工程數學(一),,系必修,,否,3,沈志雄,教學一館,(四) 02-04 33404,70,1,75,限本系,,Engineering Mathematics I,中文,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1121/51012_1EIME0000830.pdf,https://webapss.ncue.edu.tw/Teacher/Reports/OB020.aspx?yms_year=112&yms_sms=1&emp_id=0000742
710,51011,機電二,機動學,,系必修,,否,3,王宜明,教學一館,(三) 06-08 33402教室,70,1,53,限本系,,Mechanism,中文,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1121/51011_1EIME0006130.pdf,https://webapss.ncue.edu.tw/Teacher/Reports/OB020.aspx?yms_year=112&yms_sms=1&emp_id=0000482
711,51010,機電二,動力學,,系必修,,否,3,曾立維,教學一館,(三) 02-04 33402教室,70,1,55,限本系,,Dynamics,中文,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1121/51010_1EIME0007230.pdf,https://webapss.ncue.edu.tw/Teacher/Reports/OB020.aspx?yms_year=112&yms_sms=1&emp_id=0001102
712,51009,機電二,電子學(二),,系必修,,否,3,林俊佑,教學二館,(二) 06-08 34302,68,1,68,限本系,,Electronics II,中文,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1121/51009_1EIME0008130.pdf,https://webapss.ncue.edu.tw/Teacher/Reports/OB020.aspx?yms_year=112&yms_sms=1&emp_id=0000856
713,51008,機電二,工程材料(一),,系必修,,否,3,林義成,教學二館,(一) 06-08 34303,65,1,53,限本系,,Engineering Materials I,中文,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1121/51008_1EIME0123330.pdf,https://webapss.ncue.edu.tw/Teacher/Reports/OB020.aspx?yms_year=112&yms_sms=1&emp_id=0000414
714,51007,機電二,機電整合,,系選修,,否,3,黃榮文,工學院,(一) 02-04 E205,54,51,31,限本系,,Mechatronics Integration,中文,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1121/51007_1EIME0123930.pdf,https://webapss.ncue.edu.tw/Teacher/Reports/OB020.aspx?yms_year=112&yms_sms=1&emp_id=9901005
715,51006,機電一,計算機概論,,系選修,,否,3,徐啟華,工學院,(四) 06-08 E205,54,44,46,限本系,,Introduction to Computer Science,中文,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1121/51006_1EIME0016730.pdf,https://webapss.ncue.edu.tw/Teacher/Reports/OB020.aspx?yms_year=112&yms_sms=1&emp_id=0001176
716,51005,機電一,基本電學,,系必修,,否,3,林俊佑,教學二館,(四) 02-04 34302,65,47,55,限本系,,Fundamental Electronics,中文,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1121/51005_1EIME0005030.pdf,https://webapss.ncue.edu.tw/Teacher/Reports/OB020.aspx?yms_year=112&yms_sms=1&emp_id=0000856
717,51004,機電一,微積分(一),,系必修,,否,3,鍾官榮,教學一館,(二) 06-08 33402教室,70,47,50,限本系,,Calculus I,中文,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1121/51004_1EIME0001530.pdf,https://webapss.ncue.edu.tw/Teacher/Reports/OB020.aspx?yms_year=112&yms_sms=1&emp_id=0000903
718,51003,機電一,工程圖學與電腦輔助繪圖,,系必修,,否,2,陳淑容,工學院,(二) 01-04 工學院EB211,60,47,53,限本系,,Engineering Graphics and Computer-Aided Drafting,中文,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1121/51003_1EIME0005220.pdf,https://webapss.ncue.edu.tw/Teacher/Reports/OB020.aspx?yms_year=112&yms_sms=1&emp_id=0000243
719,51002,機電一,普通物理,,系必修,,否,3,王可文,教學一館,(一) 06-08 33402教室,55,47,49,限本系,,General Physics,中文,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1121/51002_1EIME0002130.pdf,https://webapss.ncue.edu.tw/Teacher/Reports/OB020.aspx?yms_year=112&yms_sms=1&emp_id=0000923
720,51001,機電一,生命探索發展與實踐,,校必(通識),,否,2,王可文沈志雄,教學一館,(三) 06-07 33302教室,50,0,59,限本班,大二~大四生如要修習，以線上加簽方式,Enlightening and Practicing of Careerlife,中文,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1121/51001_0CCGE0177920.pdf,https://webapss.ncue.edu.tw/Teacher/Reports/OB020.aspx?yms_year=112&yms_sms=1&emp_id=0000923
721,4A022,歷碩一,明清歷史地理專題研究,,系選修,,否,3,李華彥,白沙大樓,(五) 02-04 立命書室,20,5,7,限本班,,The Monographic Study of the Ming-Qing Historical Geography,中文,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1121/4A022_1ARHG2114530.pdf,https://webapss.ncue.edu.tw/Teacher/Reports/OB020.aspx?yms_year=112&yms_sms=1&emp_id=4000064
722,4A021,歷碩一,台灣早期歷史地理專題研究,,系選修,,否,3,翁佳音,白沙大樓,(五) 06-08 立命書室,20,3,5,可跨班系,課程大綱點我下載；授課教師翁佳音教授,Seminar on Early Modern History and Geography of Taiwan,中文,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1121/4A021_1ARHG2122730.pdf,https://webapss.ncue.edu.tw/Teacher/Reports/OB020.aspx?yms_year=112&yms_sms=1&emp_id=9901242
723,4A020,歷碩一,數位典藏與數位人文概論,,系選修,,否,3,胡其瑞,白沙大樓,(一) 09-11 立心書室,20,7,7,限本班,,Introduction of Digital Archives and Digital Humanities,中文,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1121/4A020_1ARHG2118130.pdf,https://webapss.ncue.edu.tw/Teacher/Reports/OB020.aspx?yms_year=112&yms_sms=1&emp_id=0001165
724,4A019,歷碩二,台灣環境史專題研究,,系選修,,否,3,李進億,白沙大樓,(四) 02-04 立心書室,20,3,3,可跨班系,,Seminar on Taiwan Environmental History,中文,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1121/4A019_1ARHG2104430.pdf,https://webapss.ncue.edu.tw/Teacher/Reports/OB020.aspx?yms_year=112&yms_sms=1&emp_id=0001092
725,4A017,歷碩一,田野調查與大眾史學,,系選修,,否,3,莊世滋,白沙大樓,(三) 02-04 立命書室,20,6,7,限本班,,Field Research and Public History,中文,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1121/4A017_1ARHG2120330.pdf,https://webapss.ncue.edu.tw/Teacher/Reports/OB020.aspx?yms_year=112&yms_sms=1&emp_id=0000808
726,4A016,歷碩一,歷史社會網絡分析專題研究,,系選修,,否,3,李宗信,白沙大樓,(二) 05-07 立心書室,20,5,6,限本班,,Historical Social Network Analysis Special Topic Study,中文,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1121/4A016_1ARHG2120930.pdf,https://webapss.ncue.edu.tw/Teacher/Reports/OB020.aspx?yms_year=112&yms_sms=1&emp_id=0001007
727,4A014,歷碩三,論文指導(二),,系必修,,否,3,論文,,,20,1,5,限本系,,Thesis Supervision II,無,,https://webapss.ncue.edu.tw/Teacher/Reports/OB020.aspx?yms_year=112&yms_sms=1&emp_id=P000004
728,4A013,歷碩三,論文指導(一),,系必修,,否,3,論文,,,20,2,6,限本系,,Thesis Supervision I,無,,https://webapss.ncue.edu.tw/Teacher/Reports/OB020.aspx?yms_year=112&yms_sms=1&emp_id=P000004
729,4A012,歷碩三,論文,,系必修,,否,0,論文,,,20,1,8,限本系,,Thesis,無,,https://webapss.ncue.edu.tw/Teacher/Reports/OB020.aspx?yms_year=112&yms_sms=1&emp_id=P000004
730,4A011,歷碩三,明代社會經濟史專題研究,,系選修,,否,3,李華彥,白沙大樓,(五) 10-12 立命書室,20,2,4,限本班,,Ming Social Economic History,中文,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1121/4A011_1ARHG2003030.pdf,https://webapss.ncue.edu.tw/Teacher/Reports/OB020.aspx?yms_year=112&yms_sms=1&emp_id=4000064
731,4A010,歷碩一,日文(一),,系選修,,否,3,賈志琳,白沙大樓,(四) 02-04 立命書室,20,8,7,限本系,,Japanese I,中文,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1121/4A010_1ARHG2000430.pdf,https://webapss.ncue.edu.tw/Teacher/Reports/OB020.aspx?yms_year=112&yms_sms=1&emp_id=9901230
732,4A009,歷碩一,歷史地理與史學研究方法,,系必修,,否,3,李宗信葉韋君温振華李華彥胡其瑞李建緯莊世滋李進億,白沙大樓,(四) 05-07 立命書室,20,8,8,限本系,,Research Method on the Historical Geography and Historiography,中文,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1121/4A009_1ARHG2002630.pdf,https://webapss.ncue.edu.tw/Teacher/Reports/OB020.aspx?yms_year=112&yms_sms=1&emp_id=0001007
733,4A008,歷大學,文化色彩學,,系選修,,否,2,顏名宏,教學大樓,(一) 05-06 T302,50,8,15,可跨班系,,Culture & Color,中文,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1121/4A008_1ARHG0123920.pdf,https://webapss.ncue.edu.tw/Teacher/Reports/OB020.aspx?yms_year=112&yms_sms=1&emp_id=9901235
734,4A007,歷大學,台灣歷史與文化,,系選修,,否,2,邱正畧,教學大樓,(五) 03-04 T302,50,2,30,可跨班系,,Taiwan History and Culture,中文,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1121/4A007_1ARHG0116620.pdf,https://webapss.ncue.edu.tw/Teacher/Reports/OB020.aspx?yms_year=112&yms_sms=1&emp_id=9901053
735,4A006,歷大學,中國上古史,,系選修,,否,2,陳文豪,教學大樓,(三) 05-06 T202,50,0,13,可跨班系,,ancient history of china,中文,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1121/4A006_1ARHG0116120.pdf,https://webapss.ncue.edu.tw/Teacher/Reports/OB020.aspx?yms_year=112&yms_sms=1&emp_id=9901128
736,4A005,歷大學,中國考古發現與文明,,系選修,,否,2,陳文豪,教學大樓,(二) 05-06 T004,50,14,26,可跨班系,,Chinese archaeological finds and Civilization,中文,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1121/4A005_1ARHG0111420.pdf,https://webapss.ncue.edu.tw/Teacher/Reports/OB020.aspx?yms_year=112&yms_sms=1&emp_id=9901128
737,4A003,歷大學,地方文史創意導覽,,系選修,,否,2,胡其瑞,教學大樓,(二) 01-02 T301,50,3,14,可跨班系,,Creative Tour Guide of Local History,中文,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1121/4A003_1ARHG0112520.pdf,https://webapss.ncue.edu.tw/Teacher/Reports/OB020.aspx?yms_year=112&yms_sms=1&emp_id=0001165
738,4A002,歷大學,日本史,,系選修,,否,2,李進億,教學大樓,(三) 01-02 T302,50,36,48,可跨班系,,Japanese history,中文,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1121/4A002_1ARHG0115720.pdf,https://webapss.ncue.edu.tw/Teacher/Reports/OB020.aspx?yms_year=112&yms_sms=1&emp_id=0001092
739,4A001,歷大學,國家公園與世界遺產,,系選修,,否,2,莊世滋,教學大樓,(三) 07-08 T303,50,2,13,可跨班系,,ntroduction of National Park and World Heritage,中文,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1121/4A001_1ARHG0123720.pdf,https://webapss.ncue.edu.tw/Teacher/Reports/OB020.aspx?yms_year=112&yms_sms=1&emp_id=0000808
740,48007,台文碩二,論文指導(一),,系必修,,否,3,論文,,,20,3,4,限本班,應屆碩二必選,Thesis Supervision I,無,,https://webapss.ncue.edu.tw/Teacher/Reports/OB020.aspx?yms_year=112&yms_sms=1&emp_id=P000004
741,48006,台文碩二,論文,,系必修,,否,0,論文,,,20,8,11,限本系,註冊未修課及提論文口試者必選,Thesis,無,,https://webapss.ncue.edu.tw/Teacher/Reports/OB020.aspx?yms_year=112&yms_sms=1&emp_id=P000004
742,48005,台文碩二,台灣語言、文學與文化,,系選修,,否,3,陳彥君,弘道館,(一) 07-09 國研A,10,3,9,限本系,,"Language, literature and culture of Taiwan  Studies",中文,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1121/48005_1ARTW2134930.pdf,https://webapss.ncue.edu.tw/Teacher/Reports/OB020.aspx?yms_year=112&yms_sms=1&emp_id=4000050
743,48004,台碩博,台灣詩學專題研究,,系選修,,否,3,邱湘雲,學思樓,(二) 05-07 白沙書院(2202),10,9,10,可跨班系,合開課程，台文所主開。,Taiwanese Poetry,中文,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1121/48004_1ARTW3127530.pdf,https://webapss.ncue.edu.tw/Teacher/Reports/OB020.aspx?yms_year=112&yms_sms=1&emp_id=0000940
744,48003,台碩博,台灣作家專題研究,,系選修,,否,3,葉連鵬,學思樓,(二) 02-04 學思樓2102教室,10,11,12,可跨班系,合開課程，台文所主開,Topcis in Taiwanese Authors,中文,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1121/48003_1ARTW3128430.pdf,https://webapss.ncue.edu.tw/Teacher/Reports/OB020.aspx?yms_year=112&yms_sms=1&emp_id=0000930
745,48002,台文碩一,翻譯研究,,系選修,,否,3,劉威廷,學思樓,(三) 05-07 學思樓2102教室,10,2,5,限本系,,Seminars on Translation,中文,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1121/48002_1ARTW2104630.pdf,https://webapss.ncue.edu.tw/Teacher/Reports/OB020.aspx?yms_year=112&yms_sms=1&emp_id=0001113
746,48001,台文碩一,臺灣閩南文化專題,,系選修,,否,3,吳明德,學思樓,(四) 06-08 白沙書院(2202),10,7,9,限本系,閩南語文專門課程必修,Seminar in Taiwan Min-nan Culture,中文,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1121/48001_1ARTW2134130.pdf,https://webapss.ncue.edu.tw/Teacher/Reports/OB020.aspx?yms_year=112&yms_sms=1&emp_id=0000901
747,47023,翻譯碩一,民法翻譯,,系選修,,否,2,賴秉彥,擷英館,(三) 07-08 口譯1,20,5,10,限本系,,Translation of Civil Law,中文,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1121/47023_1ARTI2111920.pdf,https://webapss.ncue.edu.tw/Teacher/Reports/OB020.aspx?yms_year=112&yms_sms=1&emp_id=0000855
748,47022,翻譯碩二,碩士論文,,系必修,,否,0,論文,,,20,8,20,限本系,本學期提‎論文口試或未選其他課程者必修習,Thesis,無,,https://webapss.ncue.edu.tw/Teacher/Reports/OB020.aspx?yms_year=112&yms_sms=1&emp_id=P000004
749,47021,翻譯碩二,論文指導(一),,系必修,,否,3,論文,,,20,11,11,限本系,,Thesis Supervision (I),無,,https://webapss.ncue.edu.tw/Teacher/Reports/OB020.aspx?yms_year=112&yms_sms=1&emp_id=P000004
750,47019,翻譯碩二,中英同步口譯(三),,組必修,,否,2,李姿瑩,擷英館,(五) 05-06 口譯2,20,4,7,限本系,,Simultaneous Interpreting (III),中文,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1121/47019_1ARTI2109920.pdf,https://webapss.ncue.edu.tw/Teacher/Reports/OB020.aspx?yms_year=112&yms_sms=1&emp_id=0001144
751,47018,翻譯碩二,英語新聞編譯,,系選修,,否,2,廖佳慧,擷英館,(五) 03-04 口譯2,20,10,5,限本系,,English News Editing and Translating,中文,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1121/47018_1ARTI2105520.pdf,https://webapss.ncue.edu.tw/Teacher/Reports/OB020.aspx?yms_year=112&yms_sms=1&emp_id=9900814
752,47017,翻譯碩二,中進英口譯技巧解析(一),,系選修,,否,3,張鳳蘭,擷英館,(四) 07-09 口譯2,20,4,4,限本系,,Skills on Interpretation from Chinese-English (I),英文,,https://webapss.ncue.edu.tw/Teacher/Reports/OB020.aspx?yms_year=112&yms_sms=1&emp_id=0000926
753,47016,翻譯碩二,中英逐步口譯(三),,組必修,,否,2,張鳳蘭,擷英館,(四) 05-06 口譯2,20,7,8,限本系,,Consecutive Interpreting (III),英文,,https://webapss.ncue.edu.tw/Teacher/Reports/OB020.aspx?yms_year=112&yms_sms=1&emp_id=0000926
